"image","xmin","ymin","xmax","ymax","label"
"images%20(20).jpg",132.17142857142855,34.71428571428571,212.65714285714284,106.71428571428571,"Cat_Face"
"images%20(21).jpg",16.71428571428571,76.88571428571427,101.82857142857141,166.88571428571424,"Cat_Face"
"images%20(23).jpg",175.44647100760457,8.156571428571429,228.1460907794677,67.13485714285714,"Cat_Face"
"images%20(22).jpg",149.66062364031907,5.818478260869565,225.75924583031184,95.22717391304349,"Cat_Face"
"images%20(24).jpg",80.27556200145033,2.094559585492228,224.94561276287163,146.37435233160622,"Cat_Face"
"images%20(25).jpg",55.7001303127506,18.90742857142857,145.96476543704892,94.32228571428571,"Cat_Face"
"images%20(26).jpg",81.58375634517768,16.9225768321513,177.11167512690358,115.32446808510639,"Cat_Face"
"images%20(27).jpg",44.14344685242518,61.587428571428575,206.83488132094942,175.02514285714287,"Cat_Face"
"images%20(29).jpg",28.912915955631398,2.3040000000000003,179.93680674061432,154.88,"Cat_Face"
"images%20(28).jpg",162.5743292240754,27.24891304347826,277.87527193618564,112.27934782608696,"Cat_Face"
"images%20(3).jpg",13.096446700507613,9.238636363636363,108.26395939086294,112.22045454545453,"Cat_Face"
"images%20(30).jpg",122.3286002851711,64.62514285714285,158.50730750950572,111.89142857142856,"Cat_Face"
"images%20(31).jpg",153.2944162436548,83.44112903225806,179.74691805656272,109.88758064516128,"Cat_Face"
"images%20(32).jpg",142.19552043726236,21.12342857142857,221.87232652091257,90.768,"Cat_Face"
"images%20(33).jpg",128.5859318346628,16.647780172413793,288.86874546773026,163,"Cat_Face"
"images%20(34).jpg",65.01667875271937,101.86019405241936,85.2095721537346,122.48519405241936,"Cat_Face"
"images%20(34).jpg",93.4198694706309,81.45696824596774,119.16026105873823,104.07793598790323,"Cat_Face"
"images%20(34).jpg",123.82015953589558,82.27822580645162,149.11675126903555,104.74325856854838,"Cat_Face"
"images%20(34).jpg",150.44815083393763,83.896484375,175.3009427121102,107.40454889112902,"Cat_Face"
"images%20(34).jpg",180.1827411167513,84.56180695564517,206.1450326323423,111.61825856854838,"Cat_Face"
"images%20(34).jpg",212.58013052936911,94.6975806451613,238.7643219724438,117.60616179435482,"Cat_Face"
"images%20(34).jpg",242.75852066715012,110.06583921370968,261.84191443074695,132.46503276209677,"Cat_Face"
"images%20(36).jpg",76.53012119771863,23.424,169.80008317490496,110.84571428571428,"Cat_Face"
"images%20(35).jpg",46.265409717186365,24.86982315598549,145.10514865844814,146.05966596130594,"Cat_Face"
"images%20(35).jpg",130.80493110949962,7.827501511487304,249.62291515591005,127.9653491535671,"Cat_Face"
"images%20(37).jpg",95.89557650471356,10.352289903264813,170.97171863669325,74.31359582829505,"Cat_Face"
"images%20(38).jpg",67.328,19.968,172.288,111.104,"Cat_Face"
"images%20(39).jpg",8.45612762871646,9.593027920410783,145.7055837563452,123.2721036585366,"Cat_Face"
"images%20(4).jpg",108.54420206659013,27.257142857142853,188.26865671641792,98.22857142857141,"Cat_Face"
"images%20(40).jpg",171.58230601885424,3.140385230179028,278.5511240029007,109.4677509590793,"Cat_Face"
"images%20(42).jpg",106.16388687454678,6.664507772020725,195.14140681653373,86.96502590673575,"Cat_Face"
"images%20(41).jpg",56.60359801488834,39.728,237.40756823821343,170.26285714285714,"Cat_Face"
"images%20(43).jpg",77.78100072516315,38.006400862068965,106.10587382160986,72.62984913793103,"Cat_Face"
"images%20(44).jpg",55.04,5.12,217.344,176.64000000000001,"Cat_Face"
"images%20(46).jpg",67.2226250906454,55.84585492227979,157.94053662073966,117.64896373056995,"Cat_Face"
"images%20(45).jpg",15.579854757548034,16.53942857142857,243.38589318389756,187.21714285714285,"Cat_Face"
"images%20(47).jpg",54.362820817490494,4.810285714285714,163.73544439163499,101.01599999999999,"Cat_Face"
"images%20(48).jpg",54.766158276450504,41.984,99.56138011945391,86.528,"Cat_Face"
"images%20(49).jpg",195.395398957498,41.03771428571429,265.6728648757017,100.98285714285714,"Cat_Face"
"images%20(50).jpg",94.2829391891892,20.592,118.82197822822823,47.007999999999996,"Cat_Face"
"images%20(50).jpg",179.96161786786786,11.648,202.62903528528528,33.488,"Cat_Face"
"images%20(50).jpg",234.86251876876878,13.936,260.64930555555554,37.232,"Cat_Face"
"images%20(50).jpg",104.8108108108108,101.50399999999998,130.67558183183183,126.04799999999999,"Cat_Face"
"images%20(50).jpg",226.12828453453454,102.96,264.8084647147147,147.88799999999998,"Cat_Face"
"images%20(50).jpg",52.48338963963964,98.384,75.98263888888889,117.104,"Cat_Face"
"images%20(5).jpg",109.27918781725889,7.1366129032258065,212.05366207396668,109.90451612903226,"Cat_Face"
"images%20(51).jpg",20.322515408320495,3.574857142857143,118.33330123266565,83.6937142857143,"Cat_Face"
"images%20(51).jpg",175.96196070878275,46.47314285714286,273,168.22857142857146,"Cat_Face"
"images%20(52).jpg",164.15369534220534,27.18857142857143,223.54533032319392,84.49371428571428,"Cat_Face"
"images%20(53).jpg",0,0,109.929659173314,101.4333870967742,"Cat_Face"
"images%20(53).jpg",154.59535895576505,26.21274193548387,286.4242204496012,147.60629032258063,"Cat_Face"
"images%20(54).jpg",39.13836596385542,1.1142857142857143,205.1925828313253,149.98285714285717,"Cat_Face"
"images%20(56).jpg",62.74285714285713,14.399999999999999,179.2285714285714,123.94285714285712,"Cat_Face"
"images%20(57).jpg",120.89050036258159,58.77355573341094,188.02900652646846,121.61988867869616,"Cat_Face"
"images%20(58).jpg",76.20565530649588,29.633142857142857,224.78479528819764,168.38057142857144,"Cat_Face"
"images%20(59).jpg",95.39999999999999,1.7999999999999998,171.25714285714284,86.39999999999999,"Cat_Face"
"images%20(6).jpg",73.55837563451776,3.2847426470588235,130.746192893401,53.493892973856205,"Cat_Face"
"images%20(6).jpg",184.2233502538071,56.113500816993465,251.6700507614213,112.65337009803922,"Cat_Face"
"images%20(6).jpg",133.36548223350252,25.76970996732026,189.8984771573604,82.74618055555555,"Cat_Face"
"images%20(6).jpg",246.86802030456852,21.403696895424837,288.1218274111675,72.70435049019608,"Cat_Face"
"images%20(6).jpg",10.913705583756345,36.90304330065359,62.42639593908629,91.69650735294118,"Cat_Face"
"images%20(60).jpg",121.6047860768673,20.987942557803468,251.0253807106599,133.57464776011562,"Cat_Face"
"images%20(61).jpg",169.88324873096445,11.939086294416244,238.28426395939084,81.33502538071066,"Cat_Face"
"images%20(62).jpg",99.4198694706309,21.24481865284974,156.41769398114576,80.87176165803109,"Cat_Face"
"images%20(63).jpg",45.57955085551331,30.953142857142854,129.85711739543726,104.98971428571427,"Cat_Face"
"images%20(64).jpg",110.7599505723205,11.250285714285715,217.86713059313217,130.60114285714286,"Cat_Face"
"images%20(65).jpg",51.68571428571428,23.657142857142855,130.62857142857143,118.02857142857142,"Cat_Face"
"images%20(66).jpg",93.67841017110267,38.27314285714286,188.203125,124.44,"Cat_Face"
"images%20(67).jpg",75.64176939811458,2.836704147196262,190.13778100072517,113.0481527453271,"Cat_Face"
"images%20(69).jpg",54.38723712835388,16.892487046632123,237.9985496736766,165.5246113989637,"Cat_Face"
"images%20(68).jpg",119.43131956335617,13.302857142857144,244.2746414811644,136.79771428571428,"Cat_Face"
"images%20(68).jpg",30.067449700342465,22.614857142857144,130.9621414811644,125.04685714285715,"Cat_Face"
"images%20(7).jpg",70.5029535767235,19.65142857142857,121.38064075240919,64.74628571428572,"Cat_Face"
"images%20(70).jpg",176.43219724437998,7.0997409326424865,254.74981870920956,97.62823834196891,"Cat_Face"
"images%20(71).jpg",145.75065351711027,0,254.0776497148289,116.49257142857142,"Cat_Face"
"images%20(73).jpg",62.662073966642495,0,212.48730964467006,130.69790322580644,"Cat_Face"
"images%20(72).jpg",58.228608812074,5.204571428571429,211.31624269717622,153.77142857142857,"Cat_Face"
"images%20(74).jpg",176.6497461928934,53.90488966142684,241.6316171138506,113.02701783555018,"Cat_Face"
"images%20(75).jpg",26.340007129277566,28.652571428571427,165.82669914448672,147.65485714285714,"Cat_Face"
"images%20(76).jpg",15.346363054607508,6.4,84.20301834470989,81.92,"Cat_Face"
"images%20(78).jpg",47.31428571428571,22.37142857142857,183.08571428571426,149.9142857142857,"Cat_Face"
"images%20(77).jpg",82.28571428571428,62.74285714285713,134.2285714285714,119.82857142857142,"Cat_Face"
"images%20(79).jpg",103.43308933933935,5.2,179.54570195195197,55.952,"Cat_Face"
"images%20(8).jpg",86.36693255982597,0,292.8208846990573,162.99481865284974,"Cat_Face"
"images%20(80).jpg",101.83430370722434,64.83428571428571,132.15749762357416,103.31657142857142,"Cat_Face"
"images%20(81).jpg",66.78752719361857,1.4417098445595855,200.1450326323423,146.809585492228,"Cat_Face"
"images%20(82).jpg",76.39005681818182,16.313142857142857,190.3446022727273,138.45257142857142,"Cat_Face"
"images%20(83).jpg",97.09005681818181,5.437714285714286,263.7355113636363,166.26857142857142,"Cat_Face"
"images%20(84).jpg",45.685279187817265,6.882124352331605,147.49818709209572,99.01554404145077,"Cat_Face"
"images%20(85).jpg",54.82233502538071,33.86658031088083,92.67585206671501,78.91321243523316,"Cat_Face"
"images%20(85).jpg",216.02610587382162,31.25518134715026,251.26903553299493,70.20854922279793,"Cat_Face"
