,image,xmin,ymin,xmax,ymax,label
97,view_vulnerable_1561684985_10_2_821+PINE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,388.0373832,89.2211838,640.0,443.61370719999996,house
98,view_vulnerable_1561684986_10_2_835+PINE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,115.88785049999998,120.623053,380.06230530000005,465.54517130000005,house
99,view_vulnerable_1561684986_10_2_835+PINE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,373.0841121,41.86915888,640.0,452.5856698,house
100,view_vulnerable_1561684986_10_2_835+PINE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0.0,145.046729,113.894081,458.0685358,house
101,view_vulnerable_1561684987_10_2_735+MASON+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,168.72274140000002,0.0,621.3084112,520.8722741,house
102,view_vulnerable_1561684987_10_2_735+MASON+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0.0,0.0,135.3271028,545.2959502,house
103,view_vulnerable_1561684988_10_2_735+MASON+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,165.2336449,0.0,610.8411215,521.8691589,house
104,view_vulnerable_1561684988_10_2_735+MASON+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0.0,0.0,131.0903427,535.8255452,house
105,view_vulnerable_1561684988_10_2_995+PINE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,210.0934579,76.26168224,616.3239875,460.06230530000005,house
106,view_vulnerable_1561684988_10_2_995+PINE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0.0,107.6635514,206.105919,479.0031153,house
107,view_vulnerable_1561684989_10_2_929+PINE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0.0,0.0,604.8598131,473.52024919999997,house
108,view_vulnerable_1561684989_10_2_929+PINE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,588.1619937999999,43.36448598,637.258567,435.1401869,house
109,view_vulnerable_1561684989_10_2_955+PINE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,275.3894081,28.90965732,598.8785047,472.52336449999996,house
110,view_vulnerable_1561684989_10_2_955+PINE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0.0,0.0,278.6292835,477.00934580000006,house
111,view_vulnerable_1561685166_10_3_2364+PACIFIC+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,243.4890966,2.4922118380000002,640.0,483.98753889999995,house
112,view_vulnerable_1561685154_10_3_3336+LAGUNA+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,22.92834891,90.7165109,395.5140187,487.97507790000003,house
113,view_vulnerable_1561685154_10_3_3336+LAGUNA+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,392.0249221,149.53271030000002,623.8006231,477.00934580000006,house
114,view_vulnerable_1561685154_10_3_3336+LAGUNA+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0.24922118399999998,125.60747659999998,40.12461059,493.95638629999996,house
115,view_vulnerable_1561684990_10_2_755+MASON+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,330.2180685,0.0,640.0,465.54517130000005,house
116,view_vulnerable_1561684990_10_2_755+MASON+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,29.158878499999997,19.43925234,299.8130841,467.0404984,house
117,view_vulnerable_1561684991_10_2_1145+PINE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,6.230529595,141.05919,266.91588790000003,455.576324,house
118,view_vulnerable_1561684991_10_2_1145+PINE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,264.423676,123.6137072,531.5887849999999,462.0560748,house
119,view_vulnerable_1561684991_10_2_1145+PINE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,538.0685358,103.17757009999998,640.0,453.0841121,house
120,view_vulnerable_1561684991_10_2_1201+PINE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0.0,46.85358255,614.8286604,485.9813084,house
121,view_vulnerable_1561684992_10_2_1385+PINE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0.0,35.88785047,525.6074765999999,476.01246110000005,house
122,view_vulnerable_1561685166_10_3_2410+PACIFIC+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0.0,85.73208723,328.22429910000005,491.4641745,house
123,view_vulnerable_1561685166_10_3_2410+PACIFIC+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,332.211838,0.0,640.0,491.4641745,house
124,view_vulnerable_1561684994_10_2_1745+BEACH+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,239.50155759999998,65.79439252,640.0,476.5109034,house
125,view_vulnerable_1561684994_10_2_1745+BEACH+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,25.17133956,176.4485981,226.54205609999997,459.06542060000004,house
126,view_vulnerable_1561684993_10_2_1801+BEACH+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,53.8317757,97.69470405,603.8629283,452.0872274,house
127,view_vulnerable_1561685166_10_3_2400+WEBSTER+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0.0,0.0,639.2523364,492.4610592,house
128,view_vulnerable_1561685166_10_3_2286+JACKSON+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,135.3271028,23.42679128,545.046729,464.54828660000004,house
129,view_vulnerable_1561685166_10_3_2286+JACKSON+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0.0,31.40186916,100.9345794,483.98753889999995,house
130,view_vulnerable_1561685166_10_3_2286+JACKSON+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,574.2056075,0.0,640.0,457.0716511,house
131,view_non_vulnerable_1561686572_10_0_1084+CLAY+ST+SAN+FRANCISCO+Exempt-from-the-Program.jpg,26.168224300000002,0.0,380.5607477,480.9968847,house
132,view_non_vulnerable_1561686572_10_0_1084+CLAY+ST+SAN+FRANCISCO+Exempt-from-the-Program.jpg,385.046729,144.54828659999998,594.8909657,476.5109034,house
133,view_vulnerable_1561685166_10_3_2280+JACKSON+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,168.72274140000002,61.80685358,422.18068539999996,465.046729,house
134,view_vulnerable_1561685166_10_3_2280+JACKSON+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0.0,55.82554517,109.15887849999999,494.953271,house
135,view_vulnerable_1561685166_10_3_2280+JACKSON+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,424.92211839999993,117.63239879999999,640.0,455.576324,house
136,view_non_vulnerable_1561686572_10_0_1175+PACIFIC+AVE+SAN+FRANCISCO+Exempt-from-the-Program.jpg,268.90965730000005,78.75389408,538.317757,480.0,house
137,view_non_vulnerable_1561686572_10_0_1175+PACIFIC+AVE+SAN+FRANCISCO+Exempt-from-the-Program.jpg,511.6510903,8.473520249,640.0,445.6074766,house
138,view_non_vulnerable_1561686572_10_0_1175+PACIFIC+AVE+SAN+FRANCISCO+Exempt-from-the-Program.jpg,10.7165109,166.4797508,265.9190031,493.4579438999999,house
139,view_non_vulnerable_1561686572_10_0_1229+WASHINGTON+ST+SAN+FRANCISCO+Exempt-from-the-Program.jpg,128.5981308,0.0,640.0,532.3364486,house
140,view_non_vulnerable_1561686572_10_0_1306+MONTGOMERY+ST+SAN+FRANCISCO+Exempt-from-the-Program.jpg,124.3613707,0.0,640.0,536.8224299,house
141,view_non_vulnerable_1561686572_10_0_1306+MONTGOMERY+ST+SAN+FRANCISCO+Exempt-from-the-Program.jpg,0.0,0.0,113.894081,545.7943925,house
142,view_non_vulnerable_1561686572_10_0_529+VALLEJO+ST+SAN+FRANCISCO+Exempt-from-the-Program.jpg,336.6978193,209.34579440000002,640.0,479.5015576,house
143,view_non_vulnerable_1561686572_10_0_529+VALLEJO+ST+SAN+FRANCISCO+Exempt-from-the-Program.jpg,176.1993769,118.6292835,338.1931464,452.5856698,house
144,view_non_vulnerable_1561686572_10_0_529+VALLEJO+ST+SAN+FRANCISCO+Exempt-from-the-Program.jpg,30.65420561,185.42056069999998,179.68847350000001,437.6323988,house
145,view_non_vulnerable_1561686572_10_0_380+CHESTNUT+ST+SAN+FRANCISCO+Exempt-from-the-Program.jpg,155.26479750000001,154.517134,359.6261682,457.0716511,house
146,view_non_vulnerable_1561686572_10_0_380+CHESTNUT+ST+SAN+FRANCISCO+Exempt-from-the-Program.jpg,364.1121495,147.5389408,542.5545171,456.5732087,house
147,view_non_vulnerable_1561686572_10_0_380+CHESTNUT+ST+SAN+FRANCISCO+Exempt-from-the-Program.jpg,0.0,235.76323990000003,161.7445483,490.4672897,house
148,view_non_vulnerable_1561686572_10_0_84+VANDEWATER+ST+SAN+FRANCISCO+Exempt-from-the-Program.jpg,110.90342679999999,0.0,596.3862928,499.93769469999995,house
149,view_non_vulnerable_1561686573_10_0_1244+CALIFORNIA+ST+SAN+FRANCISCO+Exempt-from-the-Program.jpg,245.98130840000002,132.0872274,438.8785047,440.623053,house
150,view_non_vulnerable_1561686573_10_0_1244+CALIFORNIA+ST+SAN+FRANCISCO+Exempt-from-the-Program.jpg,0.0,146.5420561,241.49532709999997,465.54517130000005,house
151,view_non_vulnerable_1561686573_10_0_1244+CALIFORNIA+ST+SAN+FRANCISCO+Exempt-from-the-Program.jpg,441.3707165,148.0373832,640.0,416.6978193,house
152,view_non_vulnerable_1561686572_10_0_662+CLAY+ST+SAN+FRANCISCO+Exempt-from-the-Program.jpg,3.738317757,14.95327103,640.0,511.90031150000004,house
153,view_non_vulnerable_1561686573_10_0_1054+SUTTER+ST+SAN+FRANCISCO+Exempt-from-the-Program.jpg,333.7071651,130.0934579,567.9750779,470.52959500000003,house
154,view_non_vulnerable_1561686573_10_0_1054+SUTTER+ST+SAN+FRANCISCO+Exempt-from-the-Program.jpg,46.60436137,0.0,332.71028039999993,486.47975080000003,house
155,view_non_vulnerable_1561686573_10_0_1054+SUTTER+ST+SAN+FRANCISCO+Exempt-from-the-Program.jpg,570.9657321000001,0.0,640.0,459.06542060000004,house
156,view_non_vulnerable_1561686573_10_0_1054+SUTTER+ST+SAN+FRANCISCO+Exempt-from-the-Program.jpg,0.7476635509999999,0.0,103.92523359999998,486.9781931,house
157,view_non_vulnerable_1561686573_10_0_250+TAYLOR+ST+SAN+FRANCISCO+Exempt-from-the-Program.jpg,0.0,0.0,528.3489097,515.8878505,house
158,view_non_vulnerable_1561686573_10_0_250+TAYLOR+ST+SAN+FRANCISCO+Exempt-from-the-Program.jpg,525.3582554999999,0.0,640.0,498.94080999999994,house
