image,image_path,xmin,ymin,xmax,ymax,label,confidence,x_size,y_size
view_vulnerable_10_3_666+GREENWICH+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_3_666+GREENWICH+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,571,76,640,480,0,0.7035295367240906,640,640
view_vulnerable_10_3_666+GREENWICH+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_3_666+GREENWICH+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,351,178,575,439,0,0.9987462759017944,640,640
view_vulnerable_10_3_666+GREENWICH+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_3_666+GREENWICH+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,2,118,352,494,0,0.9989725947380066,640,640
view_vulnerable_10_3_1+LOWELL+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_3_1+LOWELL+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,527,197,638,462,0,0.10501468926668167,640,640
view_vulnerable_10_3_1+LOWELL+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_3_1+LOWELL+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,367,176,573,474,0,0.950738787651062,640,640
view_vulnerable_10_3_1+LOWELL+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_3_1+LOWELL+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0,169,389,509,0,0.9803001284599304,640,640
view_vulnerable_10_3_1635+BUSH+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_3_1635+BUSH+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0,218,35,494,0,0.15319345891475677,640,640
view_vulnerable_10_3_1635+BUSH+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_3_1635+BUSH+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,563,29,640,491,0,0.5762717127799988,640,640
view_vulnerable_10_3_1635+BUSH+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_3_1635+BUSH+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,143,210,597,468,0,0.9230250716209412,640,640
view_vulnerable_10_3_1560+LA+PLAYA++SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_3_1560+LA+PLAYA++SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,187,281,349,426,0,0.8205543756484985,640,640
view_vulnerable_10_3_1560+LA+PLAYA++SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_3_1560+LA+PLAYA++SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0,257,189,447,0,0.9019108414649963,640,640
view_vulnerable_10_3_1560+LA+PLAYA++SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_3_1560+LA+PLAYA++SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,329,218,639,433,0,0.9557145237922668,640,640
view_vulnerable_10_3_601+45TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_3_601+45TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,10,11,636,455,0,0.9980408549308777,640,640
view_vulnerable_10_3_36+OAKWOOD+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_3_36+OAKWOOD+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,518,74,640,480,0,0.8725627064704895,640,640
view_vulnerable_10_3_36+OAKWOOD+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_3_36+OAKWOOD+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0,78,549,464,0,0.9997416734695435,640,640
view_vulnerable_10_3_1336+GREEN+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_3_1336+GREEN+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,93,258,146,363,0,0.13026171922683716,640,640
view_vulnerable_10_3_1336+GREEN+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_3_1336+GREEN+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,489,156,640,362,0,0.6121516227722168,640,640
view_vulnerable_10_3_1336+GREEN+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_3_1336+GREEN+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,323,124,459,382,0,0.7621155381202698,640,640
view_vulnerable_10_3_1336+GREEN+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_3_1336+GREEN+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,157,168,305,359,0,0.7776698470115662,640,640
view_vulnerable_10_3_1336+GREEN+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_3_1336+GREEN+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0,235,25,421,0,0.8039150238037109,640,640
view_vulnerable_10_3_1336+GREEN+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_3_1336+GREEN+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,65,245,172,384,0,0.9566781520843506,640,640
view_vulnerable_10_3_74+CRESTLINE+DR+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_3_74+CRESTLINE+DR+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0,121,77,489,0,0.527522623538971,640,640
view_vulnerable_10_3_74+CRESTLINE+DR+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_3_74+CRESTLINE+DR+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,48,75,623,499,0,0.9958296418190002,640,640
view_vulnerable_10_3_50+GARDENSIDE+DR+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_3_50+GARDENSIDE+DR+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,12,152,637,475,0,0.9937858581542969,640,640
view_vulnerable_10_2_90+HEATHER+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_2_90+HEATHER+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,524,102,640,461,0,0.34241965413093567,640,640
view_vulnerable_10_2_90+HEATHER+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_2_90+HEATHER+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0,60,71,455,0,0.7522666454315186,640,640
view_vulnerable_10_2_90+HEATHER+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_2_90+HEATHER+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,61,37,551,486,0,0.9965541362762451,640,640
view_vulnerable_10_3_479+STEINER+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_3_479+STEINER+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,13,79,635,484,0,0.9983135461807251,640,640
view_vulnerable_10_3_2985+PACIFIC+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_3_2985+PACIFIC+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,248,148,629,467,0,0.9970852732658386,640,640
view_vulnerable_10_3_2985+PACIFIC+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_3_2985+PACIFIC+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,4,169,243,497,0,0.9972459673881531,640,640
view_vulnerable_10_3_949+FELL+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_3_949+FELL+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,569,15,640,555,0,0.5271663069725037,640,640
view_vulnerable_10_3_949+FELL+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_3_949+FELL+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0,20,599,514,0,0.9989147186279297,640,640
view_vulnerable_10_2_2080+GOUGH+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_2_2080+GOUGH+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,37,137,379,483,0,0.997381865978241,640,640
view_vulnerable_10_3_1960+CALIFORNIA+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_3_1960+CALIFORNIA+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,48,219,223,452,0,0.642464816570282,640,640
view_vulnerable_10_3_1960+CALIFORNIA+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_3_1960+CALIFORNIA+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,447,266,621,445,0,0.9046946167945862,640,640
view_vulnerable_10_3_1960+CALIFORNIA+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_3_1960+CALIFORNIA+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,207,206,439,441,0,0.9938429594039917,640,640
view_vulnerable_10_3_1801+JACKSON+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_3_1801+JACKSON+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,285,134,583,436,0,0.9909470677375793,640,640
view_vulnerable_10_3_1300+41ST+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_3_1300+41ST+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0,185,639,449,0,0.9940693974494934,640,640
view_vulnerable_10_4_2395+35TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_4_2395+35TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,241,176,484,441,0,0.18224787712097168,640,640
view_vulnerable_10_4_2395+35TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_4_2395+35TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0,165,458,455,0,0.641173779964447,640,640
view_vulnerable_10_4_2395+35TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_4_2395+35TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,462,250,640,427,0,0.754746675491333,640,640
view_vulnerable_10_4_1864+LARKIN+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_4_1864+LARKIN+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,5,84,105,473,0,0.327077180147171,640,640
view_vulnerable_10_4_1864+LARKIN+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_4_1864+LARKIN+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,89,49,431,466,0,0.9899079203605652,640,640
view_vulnerable_10_4_1864+LARKIN+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_4_1864+LARKIN+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,400,7,640,500,0,0.9977526664733887,640,640
view_vulnerable_10_3_325+26TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_3_325+26TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,567,134,640,481,0,0.6770588159561157,640,640
view_vulnerable_10_3_325+26TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_3_325+26TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0,127,90,438,0,0.779178261756897,640,640
view_vulnerable_10_3_325+26TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_3_325+26TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,19,91,625,441,0,0.9995747804641724,640,640
view_vulnerable_10_3_2701+SACRAMENTO+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_3_2701+SACRAMENTO+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,279,189,640,429,0,0.6625455021858215,640,640
view_vulnerable_10_3_2701+SACRAMENTO+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_3_2701+SACRAMENTO+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,8,152,640,492,0,0.6938357949256897,640,640
view_vulnerable_10_3_2701+SACRAMENTO+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_3_2701+SACRAMENTO+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,13,175,326,461,0,0.9753538370132446,640,640
view_vulnerable_10_3_1539+KIRKHAM+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_3_1539+KIRKHAM+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0,126,84,441,0,0.5720991492271423,640,640
view_vulnerable_10_3_1539+KIRKHAM+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_3_1539+KIRKHAM+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,574,162,640,495,0,0.6933245658874512,640,640
view_vulnerable_10_3_1539+KIRKHAM+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_3_1539+KIRKHAM+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,180,103,594,469,0,0.9935977458953857,640,640
view_vulnerable_10_3_895+24TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_3_895+24TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,33,0,619,474,0,0.9936373829841614,640,640
view_vulnerable_10_3_3945+20TH+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_3_3945+20TH+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,492,109,640,403,0,0.9697111248970032,640,640
view_vulnerable_10_3_3945+20TH+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_3_3945+20TH+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,0,106,472,468,0,0.9852027297019958,640,640
view_vulnerable_10_3_1630+SANCHEZ+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,/home/muehlemann/Documents/Insight/EQanalytics/Data/Street_View_Images/vulnerable/Work-Complete-CFC-Issued/view_vulnerable_10_3_1630+SANCHEZ+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,569,211,640,464,0,0.49899977445602417,640,640
